region,year,election,candidate,constituency,criminal_cases,education,assets,liabilities
Punjab,2022,punjab2022,Sajjan Singh Cheema,SULTANPUR LODHI,2,Graduate,24386388,0
Punjab,2022,punjab2022,Aman Arora,SUNAM,3,Graduate,951292000,228816000
Punjab,2022,punjab2022,Dr. Kashmir Singh Sohal,TARN TARAN,1,Post Graduate,55421838,600000
Punjab,2022,punjab2022,Jasvir Singh Raja Gill,URMAR,2,12th Pass,22219678,792731
Punjab,2022,punjab2022,Naresh Kataria,ZIRA,2,10th Pass,39342139,1338102
Delhi,2013,delhi2013,Ashok Kumar,AMBEDKAR NAGAR,0,10th Pass,1335091,3600
Delhi,2013,delhi2013,Narayan Dutt Sharma,BADARPUR,0,12th Pass,5963519,50000
Delhi,2013,delhi2013,Mohan Krishan,BADLI,0,8th Pass,7739736,1548300
Delhi,2013,delhi2013,Farhana Anjum,BALLIMARAN,0,8th Pass,38709918,907155
Delhi,2013,delhi2013,Manoj,BAWANA,0,Graduate,352000,0
Delhi,2013,delhi2013,Devinder Kumar Sehrawat,BIJWASAN,0,Post Graduate,22517892,540000
Delhi,2013,delhi2013,Sanjeev Jha,BURARI,0,Graduate,985920,95772
Delhi,2013,delhi2013,Vikram Badhwar,CHANDNI CHOWK,0,12th Pass,31764473,0
Delhi,2013,delhi2013,Hrishipal Pehalwan,CHHATARPUR,0,10th Pass,12345353,111193
Delhi,2013,delhi2013,Ravi Kumar Suryan,DWARKA,0,10th Pass,6158935,0
Delhi,2013,delhi2013,Data Ram,GHONDA,0,5th Pass,48539350,34500
Delhi,2013,delhi2013,Devi Dayal,GOKALPUR,0,Graduate,27447422,0
Delhi,2013,delhi2013,Saurabh Bharadwaj,GREATER KAILASH,0,Graduate Professional,8644342,118983
Delhi,2013,delhi2013,Jagdeep Singh,HARI NAGAR,0,12th Pass,17785670,821784
Delhi,2013,delhi2013,Maninder Singh Dhir,JANGPURA,0,Post Graduate,19225865,2229611
Delhi,2013,delhi2013,Dharambir Singh,KALKAJI,0,Graduate Professional,10404241,571395
Delhi,2013,delhi2013,Kapil Mishra,KARAWAL NAGAR,0,Post Graduate,4645005,1959983
Delhi,2013,delhi2013,Vishesh Ravi,KAROL BAGH,0,Graduate,372500,35000
Delhi,2013,delhi2013,Madan Lal,KASTURBA NAGAR,0,Post Graduate,25501420,2879889
Delhi,2013,delhi2013,Manoj Kumar,KONDLI,0,10th Pass,595514,71458
Delhi,2013,delhi2013,Ishrat Ali Ansari,KRISHNA NAGAR,0,Graduate Professional,6096000,0
Delhi,2013,delhi2013,Vinod Kumar Binny,LAXMI NAGAR,0,Graduate,1915233,341797
Delhi,2013,delhi2013,Somnath Bharti,MALVIYA NAGAR,0,Post Graduate,14195648,2488155
Delhi,2013,delhi2013,Shakeel Anjum,MATIA MAHAL,0,10th Pass,7214015,329230
Delhi,2013,delhi2013,Narinder Singh Sejwal,MEHRAULI,0,Graduate,30737365,395146
Delhi,2013,delhi2013,Akhilesh Pati Tripathi,MODEL TOWN,0,Post Graduate,159059,0
Delhi,2013,delhi2013,Krishan Kumar,MUNDKA,0,Graduate,43562427,0
Delhi,2013,delhi2013,Kapil Kr. Dhama,MUSTAFABAD,0,Graduate,1966000,0
Delhi,2013,delhi2013,Mukesh Kumar Dagar,NAJAFGARH,0,Post Graduate,4275204,1120809
Delhi,2013,delhi2013,Naveen Mehta,NANGLOI JAT,0,12th Pass,144075318,39906000
Delhi,2013,delhi2013,Baljit Singh Mann,NERELA,0,12th Pass,86836119,0
Delhi,2013,delhi2013,Arvind Kejriwal,NEW DELHI,5,Graduate Professional,21048389,4123550
Delhi,2013,delhi2013,Bhavna Gaur,PALAM,0,12th Pass,279421,0
Delhi,2013,delhi2013,Veena Anand,PATEL NAGAR,0,12th Pass,155292575,76024028
Delhi,2013,delhi2013,Manish Sisodia,PATPARGANJ,3,Others,4183942,36554
Delhi,2013,delhi2013,Shazia Ilmi Malik,R K PURAM,0,Post Graduate,317943870,41846167
Delhi,2013,delhi2013,Vijender Garg Vijay,RAJINDER NAGAR,0,Graduate,26180224,0
Delhi,2013,delhi2013,Pritpal Singh,RAJOURI GARDEN,0,12th Pass,32248665,10248000
Delhi,2013,delhi2013,Harish Avasthi,RITHALA,1,Post Graduate,10678700,95000
Delhi,2013,delhi2013,Rajesh Garg Rohiniwala,ROHINI,2,12th Pass,723127,0
Delhi,2013,delhi2013,Mukesh Hooda,ROHTAS NAGAR,0,Post Graduate,2610864,19197
Delhi,2013,delhi2013,Som Dutt Sharma,SADAR BAZAR,0,Graduate,575000,0
Delhi,2013,delhi2013,Dinesh Mohaniya,SANGAM VIHAR,0,12th Pass,2373777,0
Delhi,2013,delhi2013,Masood Ali Khan,SEELAMPUR,0,8th Pass,3192908,0
Delhi,2013,delhi2013,Dharmender Singh Koli,SEEMA PURI,0,10th Pass,20800,0
Delhi,2013,delhi2013,Balbir Singh,SHAHDARA,0,12th Pass,3556212,149000
Delhi,2013,delhi2013,Satyender Kumar Jain,SHAKUR BASTI,0,Graduate Professional,78412824,10421727
Delhi,2013,delhi2013,Bandana Kumari,SHALIMAR BAGH,0,Graduate,88960206,970686
Delhi,2013,delhi2013,Sandeep Kumar,SULTANPUR MAJRA,0,Graduate Professional,725300,0
Delhi,2013,delhi2013,Harish Khanna,TIMARPUR,0,Doctorate,13669472,0
Delhi,2013,delhi2013,Jitender Singh Tomar,TRI NAGAR,0,Graduate Professional,11012952,430650
Delhi,2013,delhi2013,Raju,TRILOKPURI,0,8th Pass,1506142,40747
Delhi,2013,delhi2013,Manoj Kumar Ray,TUGHLAKABAD,0,10th Pass,5675660,1012842
Delhi,2013,delhi2013,Deshraj Raghav,UTTAM NAGAR,0,10th Pass,126375306,4700000
Delhi,2013,delhi2013,Mahinder Yadav,VIKASPURI,0,10th Pass,15715286,0
Delhi,2013,delhi2013,Dr. Atul Gupt,VISHWAS NAGAR,0,Doctorate,32742588,500000
Delhi,2013,delhi2013,Praveen Kumar,WAZIRPUR,0,12th Pass,22402759,0
